CandidateDiseaseCode,CandidateDiseaseNameEn,CandidateDiseaseNameVi,SuggestedGroupCode,MatchedKeyword,EvidenceField,EvidenceCount,SampleDrugNames,EvidenceSnippet,Action
CAND-DIS-0077,Cardiovascular Mortality and Heart-failure Hospitalization,,CARDIO,Cardiovascular Mortality and Heart-failure Hospitalization,KnownIndications,2,METOPROLOL SUCCINATE ER TABLETS (Metoprolol Succinate); METOPROLOL SUCCINATE (Metoprolol Succinate),"of angina pectoris, to reduce angina attacks and to improve exercise tolerance. 1.3 Heart Failure Metoprolol succinate extended-release tablets are indicated to reduce the risk of cardiovascular mortality and heart-failure hospitalization in patients with heart failure. || of angina pectoris, to reduce angina attacks and to improve exercise tolerance. 1.3 Heart Failure Metoprolol succinate extended-release tablets are indicated to reduce the risk of cardiovascular mortality and heart-failure hospitalization in patients with heart failure.",NEED_REVIEW
CAND-DIS-0078,Cockayne Syndrome,,OTHER,Cockayne Syndrome,ContraindicationsInteractions; SideEffectsWarnings,2,METRONIDAZOLE (Metronidazole),"ng and for at least three days after therapy with metronidazole (see PRECAUTIONS, Drug Interactions ). Cockayne Syndrome Metronidazole Tablets are contraindicated in patients with Cockayne syndrome. Severe irreversible hepatotoxicity/acute liver failure with fatal outcomes have been reported after initiation of metronidazole in patients with Cockayne syndrome (see ADVERSE RE || ng and for at least three days after therapy with metronidazole (see PRECAUTIONS, Drug Interactions ). Cockayne Syndrome Metronidazole Tablets are contraindicated in patients with Cockayne syndrome. Severe irreversible hepatotoxicity/acute liver failure with fatal outcomes have been reported after initiation of metronidazole in patients with Cockayne syndrome (see ADVERSE RE || n patients with Cockayne syndrome. Severe irreversible hepatotoxicity/acute liver failure with fatal outcomes have been reported after initiation of metronidazole in patients with Cockayne syndrome (see ADVERSE REACTIONS ).",NEED_REVIEW
CAND-DIS-0079,Crohn's Disease,,DIGESTIVE,Crohn's Disease,SideEffectsWarnings,2,KETOROLAC TROMETHAMINE (Ketorolac Tromethamine); METRONIDAZOLE (Metronidazole),"syndrome and toxic epidermal necrolysis Gastrointestinal: acute pancreatitis, liver failure, ulcerative stomatitis, exacerbation of inflammatory bowel disease (ulcerative colitis, Crohn's disease) Hemic and Lymphatic: agranulocytosis, aplastic anemia, hemolytic anemia, lymphadenopathy, pancytopenia, post operative wound hemorrhage (rarely requiring blood transfusion — see || alternate therapies that do not involve NSAIDs should be considered. NSAIDs should be given with care to patients with a history of inflammatory bowel disease (ulcerative colitis, Crohn's disease) as their condition may be exacerbated. Hemorrhage Because prostaglandins play an important role in hemostasis and NSAIDs affect platelet aggregation as well, use of ketorolac tro || is, and fleeting joint pains sometimes resembling ""serum sickness."" Rare cases of pancreatitis, which generally abated on withdrawal of the drug, have been reported. Patients with Crohn's disease are known to have an increased incidence of gas",NEED_REVIEW
CAND-DIS-0080,Diabetes See Precautions,,METABOLIC,Diabetes See Precautions,ContraindicationsInteractions,2,LISINOPRIL AND HYDROCHLOROTHIAZIDE (Lisinopril and Hydrochlorothiazide); TRANDOLAPRIL (Trandolapril),"hours of switching to or from sacubitril/valsartan, a neprilysin inhibitor (see WARNINGS ). Do not co-administer aliskiren with lisinopril and hydrochlorothiazide in patients with diabetes (see PRECAUTIONS, Drug Interactions ). || thic angioedema and in patients with a history of angioedema related to previous treatment with an ACE inhibitor. Do not co-administer aliskiren with trandolapril in patients with diabetes (see PRECAUTIONS, Drug Interactions ). Trandolapril tablets are contraindicated in combination with a neprilysin inhibitor (e.g., sacubitril). Do not administer trandolapril tablets within 36 hours of switching to or",NEED_REVIEW
CAND-DIS-0081,Essential Hypertension Treated,,CARDIO,Essential Hypertension Treated,SideEffectsWarnings,2,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS (Lisinopril and Hydrochlorothiazide); LISINOPRIL AND HYDROCHLOROTHIAZIDE (Lisinopril and Hydrochlorothiazide),"ings Serum Electrolytes: (See PRECAUTIONS ). Creatinine, Blood Urea Nitrogen: Minor reversible increases in blood urea nitrogen and serum creatinine were observed in patients with essential hypertension treated with lisinopril and hydrochlorothiazide tablets. More marked increases have also been reported and were more likely to occur in patients with renal artery stenosis (See PRECAUTIONS ). Serum Uric Acid, Glucose, Magnesium, Choles || ings Serum Electrolytes: (See PRECAUTIONS ). Creatinine, Blood Urea Nitrogen: Minor reversible increases in blood urea nitrogen and serum creatinine were observed in patients with essential hypertension treated with lisinopril and hydrochlorothiazide tablets. More marked increases have also been reported and were more likely to occur in patients with renal artery stenosis (See PRECAUTIONS ). Serum Uric Acid, Glucose, Magnesium, Choles || ngs Serum Electrolytes: (See PRECAUTIONS ) . Creatinine, Blood Urea Nitrogen: Minor reversible increases in blood ur",NEED_REVIEW
CAND-DIS-0082,Gastroesophageal Junction Cancer As A Component,,CANCER,Gastroesophageal Junction Cancer As A Component,KnownIndications; SideEffectsWarnings,2,CAPECITABINE (capecitabine),"ombination with docetaxel after disease progression on prior anthracycline-containing chemotherapy. ( 1.2 ) Gastric, Esophageal, or Gastroesophageal Junction Cancer • treatment of adults with unresectable or metastatic gastric, esophageal, or gastroesophageal junction cancer as a component of a combination chemotherapy regimen. ( 1.3 ) • treatment of adults with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic || taxel after disease progression on prior anthracycline-containing chemotherapy. 1.3 Gastric, Esophageal, or Gastroesophageal Junction Cancer Capecitabine tablets are indicated for the: • treatment of adults with unresectable or metastatic gastric, esophageal, or gastroesophageal junction cancer as a component of a combination chemotherapy regimen. • treatment of adults with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatmen",NEED_REVIEW
CAND-DIS-0083,Heart Disease,,CARDIO,Heart Disease,SideEffectsWarnings,2,DICLOFENAC SODIUM (Diclofenac Sodium); NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL (Hailey 1.5/30),"outh Ask a doctor before us if you have problems or serious side effects from taking pain relievers or fever reducers stomach bleeding warning applies to you you have a history of stomach problems, such as heartburn you have high blood pressure, heart disease, liver cirrhosis, kidney disease, asthma, or had a stroke you are taking a diuretic you are under age 18 years. It is not known if this drug works or is safe in children under age 18 years. Ask a doctor or pharmacist before use if you are u || contraceptives have been shown to increase blood pressure among users (see section 9 in WARNINGS ). Similar effects on risk factors have been associated with an increased risk of heart disease. Oral contraceptives must be used with caution in women with cardiovascular disease risk factors. table2 b. Thromboembolism An increased risk of thromboembolic and thrombotic dise || contraceptives have been shown to increase blood pressure among users (see section 9 in WARNINGS ). Similar effects on r",NEED_REVIEW
CAND-DIS-0084,Heart Failure Hospitalizations,,CARDIO,Heart Failure Hospitalizations,KnownIndications,2,METOPROLOL SUCCINATE ER TABLETS (Metoprolol Succinate); METOPROLOL SUCCINATE (Metoprolol Succinate),"uces the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1.1 ) • Angina Pectoris. ( 1.2 ) • Heart Failure, to reduce the risk of cardiovascular mortality and heart failure hospitalizations in patients with heart failure ( 1.3 ) 1.1 Hypertension Metoprolol succinate extended-release tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the ris || e reduces the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. (1.1) • Angina Pectoris (1.2) • Heart Failure, to reduce the risk of cardiovascular mortality and heart failure hospitalizations in patients with heart failure. (1.3) 1.1 Hypertension Metoprolol succinate extended-release tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the",NEED_REVIEW
CAND-DIS-0085,Heart-failure,,CARDIO,Heart-failure,KnownIndications,2,METOPROLOL SUCCINATE ER TABLETS (Metoprolol Succinate); METOPROLOL SUCCINATE (Metoprolol Succinate),angina attacks and to improve exercise tolerance. 1.3 Heart Failure Metoprolol succinate extended-release tablets are indicated to reduce the risk of cardiovascular mortality and heart-failure hospitalization in patients with heart failure. || angina attacks and to improve exercise tolerance. 1.3 Heart Failure Metoprolol succinate extended-release tablets are indicated to reduce the risk of cardiovascular mortality and heart-failure hospitalization in patients with heart failure.,NEED_REVIEW
CAND-DIS-0086,Heart-failure Hospitalization,,CARDIO,Heart-failure Hospitalization,KnownIndications,2,METOPROLOL SUCCINATE ER TABLETS (Metoprolol Succinate); METOPROLOL SUCCINATE (Metoprolol Succinate),"of angina pectoris, to reduce angina attacks and to improve exercise tolerance. 1.3 Heart Failure Metoprolol succinate extended-release tablets are indicated to reduce the risk of cardiovascular mortality and heart-failure hospitalization in patients with heart failure. || of angina pectoris, to reduce angina attacks and to improve exercise tolerance. 1.3 Heart Failure Metoprolol succinate extended-release tablets are indicated to reduce the risk of cardiovascular mortality and heart-failure hospitalization in patients with heart failure.",NEED_REVIEW
CAND-DIS-0087,Her2-negative Breast Cancer,,CANCER,Her2-negative Breast Cancer,KnownIndications; SideEffectsWarnings,2,EVEROLIMUS (Everolimus),"1. INDICATIONS AND USAGE Everolimus tablets are a kinase inhibitor indicated for the treatment of: Postmenopausal women with advanced hormone receptor-positive, HER2-negative breast cancer in combination with exemestane after failure of treatment with letrozole or anastrozole. ( 1.1 ) Adults with progressive neuroendocrine tumors of pancreatic origin (PNET) and adults with progressive, well-differentiated, non-functional neuroendocrine tumors (NET) of || patients aged 2 years and older with TSC-associated partial-onset seizures. ( 1.6 ) 1.1 Hormone Receptor-Positive, HER2-Negative Breast Cancer Everolimus tablets are indicated for the treatment of postmenopausal women with advanced hormone receptor-positive, HER2-negative breast cancer in combination with exemestane, after failure of treatment with letrozole or anastrozole. 1.2 Neuroendocrine Tumors (NET) Everolimus tablets are indicated for the treatment of adult patients with progressive neuro || ith exemestane (25 mg orally once dai",NEED_REVIEW
CAND-DIS-0088,Hunter Syndrome,,OTHER,Hunter Syndrome,KnownIndications; SideEffectsWarnings,2,TIVIDENOFUSP ALFA-EKNM (AVLAYAH),n of clinical benefit in a confirmatory trial(s). Limitations of Use AVLAYAH is not recommended for use in combination with other enzyme replacement therapies for the treatment of Hunter syndrome. AVLAYAH is a hydrolytic lysosomal glycosaminoglycan (GAG)-specific enzyme indicated for the treatment of neurologic manifestations of Hunter syndrome (Mucopolysaccharidosis type || n of clinical benefit in a confirmatory trial(s). Limitations of Use AVLAYAH is not recommended for use in combination with other enzyme replacement therapies for the treatment of Hunter syndrome. AVLAYAH is a hydrolytic lysosomal glycosaminoglycan (GAG)-specific enzyme indicated for the treatment of neurologic manifestations of Hunter syndrome (Mucopolysaccharidosis type || ly compared to rates in the clinical trials of another drug and may not reflect the rates observed in practice. The safety of AVLAYAH was evaluated in male pediatric patients with Hunter syndrome in Trial 1 [see Clinical Studies (14) ] . A tota,NEED_REVIEW
CAND-DIS-0089,Hypertension Receiving Lisinopril Alone,,CARDIO,Hypertension Receiving Lisinopril Alone,SideEffectsWarnings,2,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS (Lisinopril and Hydrochlorothiazide); LISINOPRIL AND HYDROCHLOROTHIAZIDE (Lisinopril and Hydrochlorothiazide),"PRECAUTIONS, Drug Interactions and ADVERSE REACTIONS .) Syncope has been reported in 0.8 percent of patients receiving lisinopril and hydrochlorothiazide tablets. In patients with hypertension receiving lisinopril alone, the incidence of syncope was 0.1 percent. The overall incidence of syncope may be reduced by proper titration of the individual components. (See PRECAUTIONS, Drug Interactions , ADVERSE REACTIONS and DOSAGE AND || . (See PRECAUTIONS , Drug Interactions and ADVERSE REACTIONS .) Syncope has been reported in 0.8 percent of patients receiving lisinopril and hydrochlorothiazide. In patients with hypertension receiving lisinopril alone, the incidence of syncope was 0.1 percent. The overall incidence of syncope may be reduced by proper titration of the individual components. (See PRECAUTIONS, Drug Interactions , ADVERSE REACTIONS and DOSAGE AND",NEED_REVIEW
CAND-DIS-0090,Hypertension Receiving Lisinopril Alone The Incidence,,CARDIO,Hypertension Receiving Lisinopril Alone The Incidence,SideEffectsWarnings,2,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS (Lisinopril and Hydrochlorothiazide); LISINOPRIL AND HYDROCHLOROTHIAZIDE (Lisinopril and Hydrochlorothiazide),"PRECAUTIONS, Drug Interactions and ADVERSE REACTIONS .) Syncope has been reported in 0.8 percent of patients receiving lisinopril and hydrochlorothiazide tablets. In patients with hypertension receiving lisinopril alone, the incidence of syncope was 0.1 percent. The overall incidence of syncope may be reduced by proper titration of the individual components. (See PRECAUTIONS, Drug Interactions , ADVERSE REACTIONS and DOSAGE AND || . (See PRECAUTIONS , Drug Interactions and ADVERSE REACTIONS .) Syncope has been reported in 0.8 percent of patients receiving lisinopril and hydrochlorothiazide. In patients with hypertension receiving lisinopril alone, the incidence of syncope was 0.1 percent. The overall incidence of syncope may be reduced by proper titration of the individual components. (See PRECAUTIONS, Drug Interactions , ADVERSE REACTIONS and DOSAGE AND",NEED_REVIEW
CAND-DIS-0091,Hypertension That Occur During Induction,,CARDIO,Hypertension That Occur During Induction,KnownIndications,2,ESMOLOL HYDROCHLORIDE (Esmolol Hydrochloride); ESMOLOL HYDROCHLORIDE IN SODIUM CHLORIDE (esmolol hydrochloride in sodium chloride),"molol hydrochloride injection is intended for short-term use. 1.2 Intraoperative and Postoperative Tachycardia and/or Hypertension Esmolol hydrochloride injection is indicated for the short-term treatment of tachycardia and hypertension that occur during induction and tracheal intubation, during surgery, on emergence from anesthesia and in the postoperative period, when in the physician’s judgment such specific intervention is considered indicated. Use of esmolol hydrochloride injection to preve || injection is intended for short-term use. 1.2 Intraoperative and Postoperative Tachycardia and/or Hypertension Esmolol hydrochloride in sodium chloride injection is indicated for the short-term treatment of tachycardia and hypertension that occur during induction and tracheal intubation, during surgery, on emergence from anesthesia and in the postoperative period, when in the physician’s judgment such specific intervention is considered indicated. Use of esmolol hydrochloride in sodium chlor",NEED_REVIEW
CAND-DIS-0092,Ischemic Heart or Cerebrovascular Disease,,CARDIO,Ischemic Heart or Cerebrovascular Disease,SideEffectsWarnings,2,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS (Lisinopril and Hydrochlorothiazide); LISINOPRIL AND HYDROCHLOROTHIAZIDE (Lisinopril and Hydrochlorothiazide),"nts should be followed closely for the first two weeks of treatment and whenever the dose of lisinopril and/or diuretic is increased. Similar considerations apply to patients with ischemic heart or cerebrovascular disease in whom an excessive fall in blood pressure could result in a myocardial infarction or cerebrovascular accident. If hypotension occurs, the patient should be placed in supine position and, if necessary, receive an intravenous infusion of normal saline. A transient hypotensive r || nts should be followed closely for the first two weeks of treatment and whenever the dose of lisinopril and/or diuretic is increased. Similar considerations apply to patients with ischemic heart or cerebrovascular disease in whom an excessive fall in blood pressure could result in a myocardial infarction or cerebrovascular accident. If hypotension occurs, the patient should be placed in the supine position and, if necessary, receive an intravenous infusion of normal saline. A transient hypot",NEED_REVIEW
CAND-DIS-0093,Kidney Disease On Dialysis,,UROLOGY,Kidney Disease On Dialysis,KnownIndications; SideEffectsWarnings,2,CINACALCET (CINACALCET),1 INDICATIONS AND USAGE Cinacalcet is a positive modulator of the calcium sensing receptor indicated for: Secondary Hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on dialysis. ( 1.1 ) Limitations of Use : Cinacalcet tablets are not indicated for use in patients with CKD who are not on dialysis Hypercalcemia in adult patients with Parathyroid Carcinoma || 1 INDICATIONS AND USAGE Cinacalcet is a positive modulator of the calcium sensing receptor indicated for: Secondary Hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on dialysis. ( 1.1 ) Limitations of Use : Cinacalcet tablets are not indicated for use in patients with CKD who are not on dialysis Hypercalcemia in adult patients with Parathyroid Carcinoma || be directly compared with rates in the clinical trials of another drug and may not reflect the rates observed in clinical practice. Secondary Hyperparathyroidism in Patients with Chronic Kidney Disease on Dialysis In three d,NEED_REVIEW
CAND-DIS-0094,Life-threatening Respiratory Depression,,RESPIRATORY,Life-threatening Respiratory Depression,SideEffectsWarnings,2,ACETAMINOPHEN AND CODEINE PHOSPHATE (Acetaminophen and Codeine Phosphate); HYDROCODONE BITARTRATE AND ACETAMINOPHEN (Hydrocodone Bitartrate and Acetaminophen),"leep apnea who are treated with codeine for post-tonsillectomy and/or adenoidectomy pain may be particularly sensitive to its respiratory depressant effect. Because of the risk of life-threatening respiratory depression and death: • Acetaminophen and codeine phosphate tablets are contraindicated for all children younger than 12 years of age [see CONTRAINDICATIONS ]. • Acetaminophen and codeine phosphate tablets are contraindicated for post- operative management in pediatric patients younger than || odone bitartrate and acetaminophen tablets along with frequent reevaluation for signs of addiction, abuse, and misuse. Consider prescribing naloxone for the emergency treatment of opioid overdose [see WARNINGS, Life-Threatening Respiratory Depression ; DOSAGE AND ADMINISTRATION, Patient Access to Naloxone for The Emergency Treatment of Opioid Overdose ]. Opioids are sought for nonmedical use and are subject to diversion from le || ducate them on the signs and symptoms of respiratory depressi",NEED_REVIEW
CAND-DIS-0095,Liver Disease A History,,OTHER,Liver Disease A History,SideEffectsWarnings,2,LOPERAMIDE HCL (anti diarrheal); LOPERAMIDE HYDROCHLORIDE (Imodium A-D),"han directed can cause serious heart problems or death Do not use if you have bloody or black stool Ask a doctor before use if you have • fever • mucus in the stool • a history of liver disease • a history of abnormal heart rhythm Ask a doctor or pharmacist before use if you are taking a prescription drug. Loperamide may interact with certain prescription drugs. When using this product tiredness, drowsiness or dizziness may occur. Be careful when driving or operating machinery. Sto || han directed can cause serious heart problems or death Do not use if you have bloody or black stool Ask a doctor before use if you have • fever • mucus in the stool • a history of liver disease • a history of abnormal heart rhythm Ask a doctor or pharmacist before use if you are taking a prescription drug. Loperamide may interact with certain prescription drugs. When using this product tiredness, drowsiness or dizziness may occur. Be careful when driving or operating machinery. Sto || more than directed c",NEED_REVIEW
CAND-DIS-0096,Metastatic Disease As A Component,,OTHER,Metastatic Disease As A Component,KnownIndications; SideEffectsWarnings,2,CAPECITABINE (capecitabine),emotherapy regimen. ( 1.3 ) • treatment of adults with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease as a component of a combination regimen. ( 1.3 ) Pancreatic Cancer • adjuvant treatment of adults with pancreatic adenocarcinoma as a component of a combination chemotherapy regimen. ( 1.4 ) 1.1 Colorectal Cancer Capeci || emotherapy regimen. ( 1.3 ) • treatment of adults with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not received prior treatment for metastatic disease as a component of a combination regimen. ( 1.3 ) Pancreatic Cancer • adjuvant treatment of adults with pancreatic adenocarcinoma as a component of a combination chemotherapy regimen. ( 1.4 ) 1.1 Colorectal Cancer Capeci || ation chemotherapy regimen. • treatment of adults with HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma who have not recei,NEED_REVIEW
CAND-DIS-0097,Metastatic Non-small Cell Lung Cancer,,CANCER,Metastatic Non-small Cell Lung Cancer,KnownIndications,2,TRAMETINIB (Mekinist); DOCETAXEL ANHYDROUS (Docetaxel),"th melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection. ( 1.2 , 2.1 ) the treatment of patients with metastatic non-small cell lung cancer (NSCLC) with BRAF V600E mutation as detected by an FDA-approved test. ( 1.3 , 2.1 ) the treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation, as detected by an FDA-approved test, and wit || th melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection. ( 1.2 , 2.1 ) the treatment of patients with metastatic non-small cell lung cancer (NSCLC) with BRAF V600E mutation as detected by an FDA-approved test. ( 1.3 , 2.1 ) the treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation, as detected by an FDA-approved test, and wit || lete resection [see Dosage and A",NEED_REVIEW
CAND-DIS-0098,Mucous Colitis,,DIGESTIVE,Mucous Colitis,KnownIndications,2,CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE (Chlordiazepoxide Hydrochloride and Clidinium Bromide); HYOSCYAMINE SULFATE (Hyoscyamine ER),"otional and somatic factors in gastrointestinal disorders. Chlordiazepoxide hydrochloride and clidinium bromide capsules may also be used as adjunctive therapy in the treatment of peptic ulcer and in the treatment of the irritable bowel syndrome (irritable colon, spastic colon, mucous colitis) and acute enterocolitis. || nctional intestinal disorders to reduce symptoms such as those seen in mild dysenteries, diverticulitis, and acute enterocolitis. For use as adjunctive therapy in the treatment of irritable bowel syndrome (irritable colon, spastic colon, mucous colitis) and functional gastrointestinal disorders. Also used as adjunctive therapy in the treatment of neurogenic bladder andmneurogenic bowel disturbances (including the splenic flexure syndrome and neurogenic colon). Hyoscyamin",NEED_REVIEW
CAND-DIS-0099,Narrow-angle Glaucoma,,OTHER,Narrow-angle Glaucoma,ContraindicationsInteractions; SideEffectsWarnings,2,DIPHENHYDRAMINE HYDROCHLORIDE (Diphenhydramine); DIAZEPAM (Diazepam),"NS, contact Avenacy at 1-855-283-6229 or FDA at 1-800-FDA-1088 or www.fda.gov/medwatch. Warnings: WARNINGS Antihistamines should be used with considerable caution in patients with narrow-angle glaucoma, stenosing peptic ulcer, pyloroduodenal obstruction, symptomatic prostatic hypertrophy or bladder-neck obstruction. Local necrosis has been associated with the use of subcutaneous or intradermal use of intravenous diphenhydramine. Use in Pediatric Patients In pediatric patients, especially, an || ncy, severe hepatic insufficiency, and sleep apnea syndrome. They may be used in patients with open-angle glaucoma who are receiving appropriate therapy, but is contraindicated in acute narrow-angle glaucoma. || ncy, severe hepatic insufficiency, and sleep apnea syndrome. They may be used in patients with open-angle glaucoma who are receiving appropriate therapy, but is contraindicated in acute narrow-angle glaucoma.",NEED_REVIEW
CAND-DIS-0100,Open-angle Glaucoma,,OTHER,Open-angle Glaucoma,ContraindicationsInteractions; KnownIndications,2,DIAZEPAM (Diazepam); DORZOLAMIDE HYDROCHLORIDE (Dorzolamide Hydrochloride),"lso contraindicated in patients with myasthenia gravis, severe respiratory insufficiency, severe hepatic insufficiency, and sleep apnea syndrome. They may be used in patients with open-angle glaucoma who are receiving appropriate therapy, but is contraindicated in acute narrow-angle glaucoma. || lso contraindicated in patients with myasthenia gravis, severe respiratory insufficiency, severe hepatic insufficiency, and sleep apnea syndrome. They may be used in patients with open-angle glaucoma who are receiving appropriate therapy, but is contraindicated in acute narrow-angle glaucoma. || 1 INDICATIONS AND USAGE Dorzolamide Hydrochloride Ophthalmic Solution is indicated in the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma. Dorzolamide Hydrochloride Ophthalmic Solution is a carbonic anhydrase inhibitor indicated for the treatment of elevated intraocular pressure in patients with ocular hypertension",NEED_REVIEW
CAND-DIS-0101,Other Serious Cardiac Disease,,OTHER,Other Serious Cardiac Disease,SideEffectsWarnings,2,"AMPHETAMINE SULFATE (Amphetamine Sulfate); DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE (DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE)","blets treatment, reassess each patient’s risk of abuse, misuse, and addiction and frequently monitor for signs and symptoms of abuse, misuse, and addiction. Risks to Patients with Serious Cardiac Disease Sudden death has been reported in patients with structural cardiac abnormalities or other serious cardiac disease who are treated with CNS stimulants at the recommended ADHD dosages. Avoid amphetamine sulfate tablets use in patients with known structural cardiac abnormalities, cardiomyopathy, || cardiac abnormalities or other serious cardiac disease who are treated with CNS stimulants at the recommended ADHD dosages. Avoid amphetamine sulfate tablets use in patients with known structural cardiac abnormalities, cardiomyopathy, serious cardiac arrhythmia, coronary artery disease, or other serious cardiac disease. Increased Blood Pressure and Heart Rate CNS stimulants cause an increase in blood pressure (mean increase about 2 to 4 mm Hg) and heart rate (mean increase about 3 to 6 bpm). Mo",NEED_REVIEW
CAND-DIS-0102,Parathyroid Carcinoma,,CANCER,Parathyroid Carcinoma,KnownIndications; SideEffectsWarnings,2,CINACALCET (CINACALCET),"ease (CKD) on dialysis. ( 1.1 ) Limitations of Use : Cinacalcet tablets are not indicated for use in patients with CKD who are not on dialysis Hypercalcemia in adult patients with Parathyroid Carcinoma (PC). ( 1.2 ) Hypercalcemia in adult patients with primary HPT for whom parathyroidectomy would be indicated on the basis of serum calcium levels, but who are unable to undergo parathy || ease (CKD) on dialysis. ( 1.1 ) Limitations of Use : Cinacalcet tablets are not indicated for use in patients with CKD who are not on dialysis Hypercalcemia in adult patients with Parathyroid Carcinoma (PC). ( 1.2 ) Hypercalcemia in adult patients with primary HPT for whom parathyroidectomy would be indicated on the basis of serum calcium levels, but who are unable to undergo parathy || lind placebo-controlled study for cinacalcet tablets versus placebo are as follows: seizure (2.5%, 1.6%), rash (2.2%, 1.9%), hypersensitivity reactions (9.4%, 8.3%). Patients with Parathyroid Carcinoma and Primary Hyperp",NEED_REVIEW
CAND-DIS-0103,Parkinson's Disease Is Unknown,,NEURO,Parkinson's Disease Is Unknown,MechanismOfAction,2,PRAMIPEXOLE DIHYDROCHLORIDE (Pramipexole dihydrochloride); ROPINIROLE HYDROCHLORIDE (ROPINIROLE HYDROCHLORIDE),"he D 2 subfamily of dopamine receptors, binding with higher affinity to D 3 than to D 2 or D 4 receptor subtypes. The precise mechanism of action of pramipexole as a treatment for Parkinson's disease is unknown, although it is believed to be related to its ability to stimulate dopamine receptors in the striatum. This conclusion is supported by electrophysiologic studies in animals that have demonstrated that pramipexole influences striatal neuronal firing rates via activation of dopamine || 12.1 Mechanism of Action Ropinirole is a non-ergoline dopamine agonist. The precise mechanism of action of ropinirole as a treatment for Parkinson’s disease is unknown, although it is thought to be related to its ability to stimulate dopamine D2 receptors within the caudate-putamen in the brain. The precise mechanism of action of ropinirole as a treatment for Restless Legs Syndrome is unknown, although it is thought to be related to its ability to stimulate dopamine rece",NEED_REVIEW
CAND-DIS-0104,Peripheral Vascular Disease,,CARDIO,Peripheral Vascular Disease,SideEffectsWarnings,2,VARENICLINE (Varenicline); AMLODIPINE BESYLATE (Amlodipine Besylate),"ngina pectoris 0.6 1.1 Beyond 30 days after treatment and up to 52 weeks Need for coronary revascularization * 2.0 0.6 Hospitalization for angina pectoris 1.7 1.1 New diagnosis of peripheral vascular disease (PVD) or admission for a PVD procedure 1.4 0.6 In the trial of patients with stable schizophrenia or schizoaffective disorder (5), 128 smokers on antipsychotic medication were randomized 2:1 to varenicline (1 mg twice da || se of amlodipine. Postmarketing reporting has also revealed a possible association between extrapyramidal disorder and amlodipine. Amlodipine has been used safely in patients with chronic obstructive pulmonary disease, well-compensated congestive heart failure, coronary artery disease, peripheral vascular disease, diabetes mellitus, and abnormal lipid profiles.",NEED_REVIEW
